2026-04-20 09:22:06,797 - INFO - <BrokerConnection node_id=bootstrap-0 host=localhost:9092 <connecting> [IPv4 ('127.0.0.1', 9092)]>: connecting to localhost:9092 [('127.0.0.1', 9092) IPv4]
2026-04-20 09:22:06,797 - INFO - Probing node bootstrap-0 broker version
2026-04-20 09:22:06,798 - INFO - <BrokerConnection node_id=bootstrap-0 host=localhost:9092 <connecting> [IPv4 ('127.0.0.1', 9092)]>: Connection complete.
2026-04-20 09:22:06,901 - INFO - Broker version identified as 2.5.0
2026-04-20 09:22:06,902 - INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
2026-04-20 09:22:06,903 - INFO - ✅ Đã kết nối Kafka (Chế độ Plaintext)
2026-04-20 09:22:07,319 - INFO - Websocket connected
2026-04-20 09:22:17,707 - WARNING - DNS lookup failed for kafka:9092, exception was [Errno -3] Temporary failure in name resolution. Is your advertised.listeners (called advertised.host.name before Kafka 9) correct and resolvable?
2026-04-20 09:22:17,707 - ERROR - DNS lookup failed for kafka:9092 (AddressFamily.AF_UNSPEC)
2026-04-20 09:22:27,759 - WARNING - DNS lookup failed for kafka:9092, exception was [Errno -3] Temporary failure in name resolution. Is your advertised.listeners (called advertised.host.name before Kafka 9) correct and resolvable?
2026-04-20 09:22:27,760 - ERROR - DNS lookup failed for kafka:9092 (AddressFamily.AF_UNSPEC)
2026-04-20 09:22:37,817 - WARNING - DNS lookup failed for kafka:9092, exception was [Errno -3] Temporary failure in name resolution. Is your advertised.listeners (called advertised.host.name before Kafka 9) correct and resolvable?
2026-04-20 09:22:37,817 - ERROR - DNS lookup failed for kafka:9092 (AddressFamily.AF_UNSPEC)
2026-04-20 09:22:47,878 - WARNING - DNS lookup failed for kafka:9092, exception was [Errno -3] Temporary failure in name resolution. Is your advertised.listeners (called advertised.host.name before Kafka 9) correct and resolvable?
2026-04-20 09:22:47,879 - ERROR - DNS lookup failed for kafka:9092 (AddressFamily.AF_UNSPEC)
2026-04-20 09:22:57,940 - WARNING - DNS lookup failed for kafka:9092, exception was [Errno -3] Temporary failure in name resolution. Is your advertised.listeners (called advertised.host.name before Kafka 9) correct and resolvable?
2026-04-20 09:22:57,941 - ERROR - DNS lookup failed for kafka:9092 (AddressFamily.AF_UNSPEC)
2026-04-20 09:23:07,634 - ERROR - Lỗi xử lý dữ liệu: KafkaTimeoutError: Failed to update metadata after 60.0 secs.
2026-04-20 09:23:07,993 - WARNING - DNS lookup failed for kafka:9092, exception was [Errno -3] Temporary failure in name resolution. Is your advertised.listeners (called advertised.host.name before Kafka 9) correct and resolvable?
2026-04-20 09:23:07,993 - ERROR - DNS lookup failed for kafka:9092 (AddressFamily.AF_UNSPEC)
2026-04-20 09:23:18,005 - WARNING - DNS lookup failed for kafka:9092, exception was [Errno -3] Temporary failure in name resolution. Is your advertised.listeners (called advertised.host.name before Kafka 9) correct and resolvable?
2026-04-20 09:23:18,006 - ERROR - DNS lookup failed for kafka:9092 (AddressFamily.AF_UNSPEC)
2026-04-20 09:23:28,064 - WARNING - DNS lookup failed for kafka:9092, exception was [Errno -3] Temporary failure in name resolution. Is your advertised.listeners (called advertised.host.name before Kafka 9) correct and resolvable?
2026-04-20 09:23:28,064 - ERROR - DNS lookup failed for kafka:9092 (AddressFamily.AF_UNSPEC)
2026-04-20 09:23:38,120 - WARNING - DNS lookup failed for kafka:9092, exception was [Errno -3] Temporary failure in name resolution. Is your advertised.listeners (called advertised.host.name before Kafka 9) correct and resolvable?
2026-04-20 09:23:38,120 - ERROR - DNS lookup failed for kafka:9092 (AddressFamily.AF_UNSPEC)
2026-04-20 09:23:38,172 - INFO - <BrokerConnection node_id=1 host=kafka:9092 <connecting> [IPv4 ('127.0.0.1', 9092)]>: connecting to kafka:9092 [('127.0.0.1', 9092) IPv4]
2026-04-20 09:23:38,172 - INFO - <BrokerConnection node_id=1 host=kafka:9092 <connecting> [IPv4 ('127.0.0.1', 9092)]>: Connection complete.
2026-04-20 09:23:38,172 - INFO - <BrokerConnection node_id=bootstrap-0 host=localhost:9092 <connected> [IPv4 ('127.0.0.1', 9092)]>: Closing connection. 
2026-04-20 09:23:38,185 - INFO - [SPEED] BTCUSDT  | Giá: 74390.93
2026-04-20 09:23:38,227 - INFO - [SPEED] BTCUSDT  | Giá: 74390.92
2026-04-20 09:23:38,228 - INFO - [SPEED] SOLUSDT  | Giá: 84.0
2026-04-20 09:23:38,229 - INFO - [SPEED] BTCUSDT  | Giá: 74390.92
2026-04-20 09:23:38,229 - INFO - [SPEED] BTCUSDT  | Giá: 74390.92
2026-04-20 09:23:38,230 - INFO - [SPEED] BNBUSDT  | Giá: 620.44
2026-04-20 09:23:38,231 - INFO - [SPEED] BNBUSDT  | Giá: 620.44
2026-04-20 09:23:38,232 - INFO - [SPEED] BNBUSDT  | Giá: 620.44
2026-04-20 09:23:38,233 - INFO - [SPEED] BNBUSDT  | Giá: 620.44
2026-04-20 09:23:38,234 - INFO - [SPEED] BNBUSDT  | Giá: 620.44
2026-04-20 09:23:38,234 - INFO - [SPEED] BNBUSDT  | Giá: 620.44
2026-04-20 09:23:38,235 - INFO - [SPEED] BNBUSDT  | Giá: 620.44
2026-04-20 09:23:38,236 - INFO - [SPEED] BNBUSDT  | Giá: 620.44
2026-04-20 09:23:38,237 - INFO - [SPEED] BNBUSDT  | Giá: 620.44
2026-04-20 09:23:38,238 - INFO - [SPEED] SOLUSDT  | Giá: 84.01
2026-04-20 09:23:38,238 - INFO - [SPEED] SOLUSDT  | Giá: 84.01
2026-04-20 09:23:38,239 - INFO - [SPEED] BNBUSDT  | Giá: 620.44
2026-04-20 09:23:38,239 - INFO - [SPEED] BTCUSDT  | Giá: 74390.92
2026-04-20 09:23:38,241 - INFO - [SPEED] BNBUSDT  | Giá: 620.43
2026-04-20 09:23:38,241 - INFO - [SPEED] BNBUSDT  | Giá: 620.43
2026-04-20 09:23:38,242 - INFO - [SPEED] SOLUSDT  | Giá: 84.01
2026-04-20 09:23:38,243 - INFO - [SPEED] BNBUSDT  | Giá: 620.43
2026-04-20 09:23:38,243 - INFO - [SPEED] BTCUSDT  | Giá: 74390.93
2026-04-20 09:23:38,244 - INFO - [SPEED] SOLUSDT  | Giá: 84.01
2026-04-20 09:23:38,245 - INFO - [SPEED] BTCUSDT  | Giá: 74390.92
2026-04-20 09:23:38,246 - INFO - [SPEED] BTCUSDT  | Giá: 74390.93
2026-04-20 09:23:38,247 - INFO - [SPEED] BTCUSDT  | Giá: 74390.93
2026-04-20 09:23:38,247 - INFO - [SPEED] BTCUSDT  | Giá: 74390.93
2026-04-20 09:23:38,248 - INFO - [SPEED] ETHUSDT  | Giá: 2277.34
2026-04-20 09:23:38,249 - INFO - [SPEED] ETHUSDT  | Giá: 2277.34
2026-04-20 09:23:38,250 - INFO - [SPEED] ETHUSDT  | Giá: 2277.34
2026-04-20 09:23:38,250 - INFO - [SPEED] ETHUSDT  | Giá: 2277.34
2026-04-20 09:23:38,250 - INFO - [SPEED] ETHUSDT  | Giá: 2277.34
2026-04-20 09:23:38,251 - INFO - [SPEED] ETHUSDT  | Giá: 2277.34
2026-04-20 09:23:38,252 - INFO - [SPEED] ETHUSDT  | Giá: 2277.34
2026-04-20 09:23:38,253 - INFO - [SPEED] ETHUSDT  | Giá: 2277.34
2026-04-20 09:23:38,253 - INFO - [SPEED] ETHUSDT  | Giá: 2277.34
2026-04-20 09:23:38,255 - INFO - [SPEED] ETHUSDT  | Giá: 2277.34
2026-04-20 09:23:38,255 - INFO - [SPEED] ETHUSDT  | Giá: 2277.34
2026-04-20 09:23:38,256 - INFO - [SPEED] ETHUSDT  | Giá: 2277.34
2026-04-20 09:23:38,256 - INFO - [SPEED] ETHUSDT  | Giá: 2277.34
2026-04-20 09:23:38,256 - INFO - [SPEED] ETHUSDT  | Giá: 2277.34
2026-04-20 09:23:38,257 - INFO - [SPEED] ETHUSDT  | Giá: 2277.34
2026-04-20 09:23:38,257 - INFO - [SPEED] ETHUSDT  | Giá: 2277.33
2026-04-20 09:23:38,258 - INFO - [SPEED] ETHUSDT  | Giá: 2277.33
2026-04-20 09:23:38,258 - INFO - [SPEED] ETHUSDT  | Giá: 2277.33
2026-04-20 09:23:38,259 - INFO - [SPEED] ETHUSDT  | Giá: 2277.33
2026-04-20 09:23:38,259 - INFO - [SPEED] ETHUSDT  | Giá: 2277.33
2026-04-20 09:23:38,260 - INFO - [SPEED] ETHUSDT  | Giá: 2277.33
2026-04-20 09:23:38,261 - INFO - [SPEED] ETHUSDT  | Giá: 2277.33
2026-04-20 09:23:38,262 - INFO - [SPEED] ETHUSDT  | Giá: 2277.33
2026-04-20 09:23:38,263 - INFO - [SPEED] ETHUSDT  | Giá: 2277.33
2026-04-20 09:23:38,285 - ERROR - ❌ Lỗi lưu MinIO: An error occurred (NoSuchBucket) when calling the PutObject operation: The specified bucket does not exist
2026-04-20 09:23:38,285 - INFO - [SPEED] ETHUSDT  | Giá: 2277.33
2026-04-20 09:23:38,286 - INFO - [SPEED] ETHUSDT  | Giá: 2277.33
2026-04-20 09:23:38,286 - INFO - [SPEED] ETHUSDT  | Giá: 2277.34
2026-04-20 09:23:38,287 - INFO - [SPEED] ETHUSDT  | Giá: 2277.34
2026-04-20 09:23:38,288 - INFO - [SPEED] ETHUSDT  | Giá: 2277.34
2026-04-20 09:23:38,288 - INFO - [SPEED] ETHUSDT  | Giá: 2277.34
2026-04-20 09:23:38,289 - INFO - [SPEED] ETHUSDT  | Giá: 2277.34
2026-04-20 09:23:38,289 - INFO - [SPEED] ETHUSDT  | Giá: 2277.34
2026-04-20 09:23:38,290 - INFO - [SPEED] ETHUSDT  | Giá: 2277.34
2026-04-20 09:23:38,291 - INFO - [SPEED] ETHUSDT  | Giá: 2277.34
2026-04-20 09:23:38,292 - INFO - [SPEED] ETHUSDT  | Giá: 2277.34
2026-04-20 09:23:38,292 - INFO - [SPEED] ETHUSDT  | Giá: 2277.34
2026-04-20 09:23:38,293 - INFO - [SPEED] ETHUSDT  | Giá: 2277.34
2026-04-20 09:23:38,294 - INFO - [SPEED] ETHUSDT  | Giá: 2277.34
2026-04-20 09:23:38,295 - INFO - [SPEED] ETHUSDT  | Giá: 2277.34
2026-04-20 09:23:38,296 - INFO - [SPEED] ETHUSDT  | Giá: 2277.34
2026-04-20 09:23:38,296 - INFO - [SPEED] ETHUSDT  | Giá: 2277.35
2026-04-20 09:23:38,296 - INFO - [SPEED] ETHUSDT  | Giá: 2277.35
2026-04-20 09:23:38,296 - INFO - [SPEED] ETHUSDT  | Giá: 2277.35
2026-04-20 09:23:38,297 - INFO - [SPEED] ETHUSDT  | Giá: 2277.36
2026-04-20 09:23:38,297 - INFO - [SPEED] ETHUSDT  | Giá: 2277.38
2026-04-20 09:23:38,297 - INFO - [SPEED] BTCUSDT  | Giá: 74390.93
2026-04-20 09:23:38,298 - INFO - [SPEED] BTCUSDT  | Giá: 74390.93
2026-04-20 09:23:38,298 - INFO - [SPEED] BNBUSDT  | Giá: 620.43
2026-04-20 09:23:38,299 - INFO - [SPEED] SOLUSDT  | Giá: 84.01
2026-04-20 09:23:38,299 - INFO - [SPEED] ETHUSDT  | Giá: 2277.39
2026-04-20 09:23:38,300 - INFO - [SPEED] ETHUSDT  | Giá: 2277.39
2026-04-20 09:23:38,300 - INFO - [SPEED] ETHUSDT  | Giá: 2277.39
2026-04-20 09:23:38,301 - INFO - [SPEED] ETHUSDT  | Giá: 2277.39
2026-04-20 09:23:38,301 - INFO - [SPEED] ETHUSDT  | Giá: 2277.39
2026-04-20 09:23:38,302 - INFO - [SPEED] ETHUSDT  | Giá: 2277.39
2026-04-20 09:23:38,303 - INFO - [SPEED] ETHUSDT  | Giá: 2277.39
2026-04-20 09:23:38,304 - INFO - [SPEED] ETHUSDT  | Giá: 2277.39
2026-04-20 09:23:38,304 - INFO - [SPEED] ETHUSDT  | Giá: 2277.39
2026-04-20 09:23:38,305 - INFO - [SPEED] ETHUSDT  | Giá: 2277.39
2026-04-20 09:23:38,305 - INFO - [SPEED] ETHUSDT  | Giá: 2277.39
2026-04-20 09:23:38,305 - INFO - [SPEED] ETHUSDT  | Giá: 2277.39
2026-04-20 09:23:38,306 - INFO - [SPEED] ETHUSDT  | Giá: 2277.39
2026-04-20 09:23:38,307 - INFO - [SPEED] ETHUSDT  | Giá: 2277.39
2026-04-20 09:23:38,307 - INFO - [SPEED] ETHUSDT  | Giá: 2277.39
2026-04-20 09:23:38,308 - INFO - [SPEED] ETHUSDT  | Giá: 2277.39
2026-04-20 09:23:38,308 - INFO - [SPEED] ETHUSDT  | Giá: 2277.39
2026-04-20 09:23:38,308 - INFO - [SPEED] ETHUSDT  | Giá: 2277.39
2026-04-20 09:23:38,309 - INFO - [SPEED] ETHUSDT  | Giá: 2277.4
2026-04-20 09:23:38,310 - INFO - [SPEED] ETHUSDT  | Giá: 2277.4
2026-04-20 09:23:38,310 - INFO - [SPEED] ETHUSDT  | Giá: 2277.4
2026-04-20 09:23:38,310 - INFO - [SPEED] ETHUSDT  | Giá: 2277.4
2026-04-20 09:23:38,311 - INFO - [SPEED] ETHUSDT  | Giá: 2277.4
2026-04-20 09:23:38,312 - INFO - [SPEED] ETHUSDT  | Giá: 2277.4
2026-04-20 09:23:38,313 - INFO - [SPEED] ETHUSDT  | Giá: 2277.4
2026-04-20 09:23:38,313 - INFO - [SPEED] BTCUSDT  | Giá: 74390.93
2026-04-20 09:23:38,315 - INFO - [SPEED] BTCUSDT  | Giá: 74390.92
2026-04-20 09:23:38,316 - INFO - [SPEED] ETHUSDT  | Giá: 2277.41
2026-04-20 09:23:38,317 - INFO - [SPEED] BNBUSDT  | Giá: 620.44
2026-04-20 09:23:38,319 - INFO - [SPEED] BTCUSDT  | Giá: 74390.93
2026-04-20 09:23:38,320 - INFO - [SPEED] BNBUSDT  | Giá: 620.44
2026-04-20 09:23:38,320 - INFO - [SPEED] BNBUSDT  | Giá: 620.44
2026-04-20 09:23:38,321 - INFO - [SPEED] BTCUSDT  | Giá: 74390.92
2026-04-20 09:23:38,322 - INFO - [SPEED] ETHUSDT  | Giá: 2277.41
2026-04-20 09:23:38,323 - INFO - [SPEED] BTCUSDT  | Giá: 74390.92
2026-04-20 09:23:38,324 - INFO - [SPEED] BTCUSDT  | Giá: 74390.93
2026-04-20 09:23:38,325 - INFO - [SPEED] ETHUSDT  | Giá: 2277.41
2026-04-20 09:23:38,326 - INFO - [SPEED] BTCUSDT  | Giá: 74390.93
2026-04-20 09:23:38,326 - INFO - [SPEED] BNBUSDT  | Giá: 620.44
2026-04-20 09:23:38,327 - INFO - [SPEED] BNBUSDT  | Giá: 620.44
2026-04-20 09:23:38,327 - INFO - [SPEED] BNBUSDT  | Giá: 620.44
2026-04-20 09:23:38,328 - INFO - [SPEED] ETHUSDT  | Giá: 2277.41
2026-04-20 09:23:38,329 - INFO - [SPEED] BTCUSDT  | Giá: 74390.93
2026-04-20 09:23:38,330 - INFO - [SPEED] BTCUSDT  | Giá: 74390.93
2026-04-20 09:23:38,331 - INFO - [SPEED] BTCUSDT  | Giá: 74390.93
2026-04-20 09:23:38,332 - INFO - [SPEED] BTCUSDT  | Giá: 74390.93
2026-04-20 09:23:38,333 - INFO - [SPEED] BTCUSDT  | Giá: 74390.93
2026-04-20 09:23:38,334 - INFO - [SPEED] ETHUSDT  | Giá: 2277.41
2026-04-20 09:23:38,335 - INFO - [SPEED] BTCUSDT  | Giá: 74390.93
2026-04-20 09:23:38,335 - INFO - [SPEED] ETHUSDT  | Giá: 2277.41
2026-04-20 09:23:38,336 - INFO - [SPEED] BTCUSDT  | Giá: 74390.93
2026-04-20 09:23:38,337 - INFO - [SPEED] SOLUSDT  | Giá: 84.0
2026-04-20 09:23:38,338 - INFO - [SPEED] BTCUSDT  | Giá: 74390.93
2026-04-20 09:23:38,339 - INFO - [SPEED] BNBUSDT  | Giá: 620.44
2026-04-20 09:23:38,340 - INFO - [SPEED] BNBUSDT  | Giá: 620.44
2026-04-20 09:23:38,340 - INFO - [SPEED] BNBUSDT  | Giá: 620.44
2026-04-20 09:23:38,340 - INFO - [SPEED] BNBUSDT  | Giá: 620.44
2026-04-20 09:23:38,341 - INFO - [SPEED] BNBUSDT  | Giá: 620.44
2026-04-20 09:23:38,341 - INFO - [SPEED] BNBUSDT  | Giá: 620.44
2026-04-20 09:23:38,342 - INFO - [SPEED] ETHUSDT  | Giá: 2277.4
2026-04-20 09:23:38,343 - INFO - [SPEED] ETHUSDT  | Giá: 2277.41
2026-04-20 09:23:38,343 - INFO - [SPEED] BTCUSDT  | Giá: 74390.92
2026-04-20 09:23:38,345 - INFO - [SPEED] BTCUSDT  | Giá: 74390.93
2026-04-20 09:23:38,346 - INFO - [SPEED] SOLUSDT  | Giá: 84.0
2026-04-20 09:23:38,347 - INFO - [SPEED] BTCUSDT  | Giá: 74390.93
2026-04-20 09:23:38,347 - INFO - [SPEED] ETHUSDT  | Giá: 2277.4
2026-04-20 09:23:38,348 - INFO - [SPEED] BTCUSDT  | Giá: 74390.92
2026-04-20 09:23:38,349 - INFO - [SPEED] SOLUSDT  | Giá: 84.01
2026-04-20 09:23:38,350 - INFO - [SPEED] ETHUSDT  | Giá: 2277.41
2026-04-20 09:23:38,351 - INFO - [SPEED] BNBUSDT  | Giá: 620.43
2026-04-20 09:23:38,351 - INFO - [SPEED] SOLUSDT  | Giá: 84.01
2026-04-20 09:23:38,352 - INFO - [SPEED] BNBUSDT  | Giá: 620.44
2026-04-20 09:23:38,353 - INFO - [SPEED] SOLUSDT  | Giá: 84.01
2026-04-20 09:23:38,354 - INFO - [SPEED] BNBUSDT  | Giá: 620.43
2026-04-20 09:23:38,354 - INFO - [SPEED] BNBUSDT  | Giá: 620.43
2026-04-20 09:23:38,365 - ERROR - ❌ Lỗi lưu MinIO: An error occurred (NoSuchBucket) when calling the PutObject operation: The specified bucket does not exist
2026-04-20 09:23:38,365 - INFO - [SPEED] BNBUSDT  | Giá: 620.43
2026-04-20 09:23:38,366 - INFO - [SPEED] BNBUSDT  | Giá: 620.43
2026-04-20 09:23:38,366 - INFO - [SPEED] SOLUSDT  | Giá: 84.0
2026-04-20 09:23:38,366 - INFO - [SPEED] ETHUSDT  | Giá: 2277.41
2026-04-20 09:23:38,367 - INFO - [SPEED] ETHUSDT  | Giá: 2277.41
2026-04-20 09:23:38,368 - INFO - [SPEED] ETHUSDT  | Giá: 2277.41
2026-04-20 09:23:38,368 - INFO - [SPEED] ETHUSDT  | Giá: 2277.41
2026-04-20 09:23:38,369 - INFO - [SPEED] ETHUSDT  | Giá: 2277.41
2026-04-20 09:23:38,369 - INFO - [SPEED] ETHUSDT  | Giá: 2277.41
2026-04-20 09:23:38,370 - INFO - [SPEED] ETHUSDT  | Giá: 2277.41
2026-04-20 09:23:38,371 - INFO - [SPEED] ETHUSDT  | Giá: 2277.41
2026-04-20 09:23:38,371 - INFO - [SPEED] ETHUSDT  | Giá: 2277.41
2026-04-20 09:23:38,372 - INFO - [SPEED] ETHUSDT  | Giá: 2277.41
2026-04-20 09:23:38,372 - INFO - [SPEED] ETHUSDT  | Giá: 2277.41
2026-04-20 09:23:38,373 - INFO - [SPEED] ETHUSDT  | Giá: 2277.41
2026-04-20 09:23:38,374 - INFO - [SPEED] ETHUSDT  | Giá: 2277.41
